setup_id,target_ticker,support,entry_direction,dominant_signal_type,first_trigger_date,last_trigger_date,sharpe_1d,sharpe_3d,sharpe_10d,sharpe_21d,best_sharpe_horizon,fitness,recency_sharpe,avg_option_pnl_dollars_1d,avg_option_pnl_pct_1d,avg_option_pnl_dollars_3d,avg_option_pnl_pct_3d,avg_option_pnl_dollars_10d,avg_option_pnl_pct_10d,avg_option_pnl_dollars_21d,avg_option_pnl_pct_21d,description
S1792,XLE US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,9.8887,25.7138,87.6823,57.8495,10d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,NVDA US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,3.5691,8.5014,16.4315,-1.4997,10d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,AAPL US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,-0.3306,-0.5642,-1.2705,-9.2199,1d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,TSLA US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,-4.8799,-6.0375,-3.6534,-12.8237,10d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,LLY US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,-0.6817,-2.4956,2.5569,-4.8402,10d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,NBIS US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,0.0,0.0,0.0,0.0,1d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,GLD US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,8.3989,9.4189,18.7821,198.5358,21d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,VIX Index,13,long,correlation_delta,2024-03-01,2024-03-19,0.5253,-2.2548,-10.2937,17.8216,21d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,ARKK US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,-1.1779,-0.1034,-3.7495,-52.4781,3d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
S1792,XLF US Equity,13,long,correlation_delta,2024-03-01,2024-03-19,8.7461,14.7643,40.9559,3.2446,10d,198.5358,80.2112,9.7336,39.1363,48.5966,83.5979,206.4573,195.5375,471.4198,315.0999,"When corr(FFA Comdty:PX_LAST, TSLA US Equity:PX_LAST, 60d) is very high and corr_delta(20d-60d)(LF94TRUU Index:PX_LAST, XLK US Equity:PX_LAST) is very high and corr_delta(20d-60d)(FARBAST Index:PX_LAST, VIX Index:PX_LAST) is very high, it may indicate a bullish outlook."
