setup_id,target_ticker,support,entry_direction,dominant_signal_type,first_trigger_date,last_trigger_date,sharpe_1d,sharpe_3d,sharpe_10d,sharpe_21d,best_sharpe_horizon,fitness,recency_sharpe,avg_option_pnl_dollars_1d,avg_option_pnl_pct_1d,avg_option_pnl_dollars_3d,avg_option_pnl_pct_3d,avg_option_pnl_dollars_10d,avg_option_pnl_pct_10d,avg_option_pnl_dollars_21d,avg_option_pnl_pct_21d,description
S1355,QQQ US Equity,6,long,correlation,2019-12-30,2020-01-06,4.9074,23.0626,108.1378,0.0,10d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,GLD US Equity,6,long,correlation,2019-12-30,2020-01-06,20.3398,15.7016,18.6039,0.0,1d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,SPY US Equity,6,long,correlation,2019-12-30,2020-01-06,2.9964,11.6887,74.7157,0.0,10d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,NVDA US Equity,6,long,correlation,2019-12-30,2020-01-06,7.6439,18.8394,52.5419,0.0,10d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,AAPL US Equity,6,long,correlation,2019-12-30,2020-01-06,5.4468,21.2299,73.7865,0.0,10d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,TSLA US Equity,6,long,correlation,2019-12-30,2020-01-06,24.1166,49.9899,53.5299,0.0,10d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,NBIS US Equity,6,long,correlation,2019-12-30,2020-01-06,-1.4911,3.5336,11.0237,0.0,10d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,LLY US Equity,6,long,correlation,2019-12-30,2020-01-06,8.4249,19.0067,133.289,0.0,10d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,VIX Index,6,long,correlation,2019-12-30,2020-01-06,-2.4396,-5.3767,-31.9487,0.0,21d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
S1355,ARKK US Equity,6,long,correlation,2019-12-30,2020-01-06,11.0696,21.2075,336.7753,0.0,10d,336.7753,,2.3544,4.626,88.3846,76.0795,410.9286,203.7386,585.6029,202.9601,"When corr(CO1 Comdty:PX_LAST, FARBAST Index:PX_LAST, 60d) surges unexpectedly and corr(SPX Index:PX_LAST, USSW10 Curncy:PX_LAST, 60d) is very high and corr(GLD US Equity:PX_LAST, QQQ US Equity:PX_LAST, 60d) surges unexpectedly, it may indicate a bullish outlook."
